_id,awards,cast,country,director,fullplot,genre,imdbID,imdbRating,imdbVotes,language,lastupdated,metacritic,plot,poster,rating,released,runtime,title,type,writer,year
61ada46a35f740fca5c33309,,Charles Chaplin,USA,Charles Chaplin,"A tramp steals a girl's handbag, but when he tries to pick Charlie's pocket loses his cigarettes and matches. He rescues a hot dog man from a thug, but takes a few with his walking stick. When the thief tries to take some of Charlie's sausages, Charlie gets the handbag. The handbag makes its way from person to person to its owner, who is angry with her boyfriend who didn't protect her in the first place. The boyfriend goes to throw himself in the lake in despair. Charlies helps him.","Short, Comedy",5542,5.8,822,English,2015-04-26 00:17:01.563000000,,"A tramp steals a girl's handbag, but when he tries to pick Charlie's pocket loses his cigarettes and matches. He rescues a hot dog man from a thug, but takes a few with his walking stick. ...","https://m.media-amazon.com/images/M/MV5BMTU4NDc5Nzg4M15BMl5BanBnXkFtZTYwODk0NDE5._V1._CR1,3,325,439_SY132_CR4,0,89,132_AL_.jpg_V1_SX300.jpg",,1915-03-18,14 min,In the Park,movie,,1915
61ada46a35f740fca5c33311,,Charles Chaplin,USA,Charles Chaplin,"A shipowner intends to scuttle his ship on its last voyage to get the insurance money. Charlie, a tramp in love with the owner's daughter, is grabbed by the captain and promises to help him shanghai some seamen. The daughter stows away to follow Charlie. Charlie assists in the galley and attempts to serve food during a gale.","Short, Comedy",6032,6.3,789,English,2015-06-17 18:41:03.897000000,,"A shipowner intends to scuttle his ship on its last voyage to get the insurance money. Charlie, a tramp in love with the owner's daughter, is grabbed by the captain and promises to help him...",https://m.media-amazon.com/images/M/MV5BMTY3NzgxMTg1OF5BMl5BanBnXkFtZTgwNDU5Mzc0MjE@._V1_SX300.jpg,TV-G,1915-10-04,27 min,Shanghaied,movie,,1915
61ada46a35f740fca5c33315,,"Dan Hanlon, Edna Pendleton, Curtis Benton, Allen Holubar",USA,Stuart Paton,"Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. Seeing what he had done, Denver took the daughter to his yacht and sailed away. He abandoned her and a sailor on a mysterious island and has come back after all these years to see if she is still alive and if the nightmares he has will stop. The daughter has been found by five survivors of a Union Army Balloon that crashed near the island. At sea, Professor Aronnax was aboard the ship 'Abraham Lincoln' when Nemo rammed it and threw the Professor, his daughter and two others into the water. Prisoners at first, they are now treated as guests to view the underwater world and to hunt under the waves. Nemo will also tells them about the Nautilus and the revenge that has driven him for all these years.","Action, Adventure, Sci-Fi",6333,7.1,1069,English,2015-07-29 01:05:15.753000000,,"Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. ...",https://m.media-amazon.com/images/M/MV5BMTQ0OTk3MTIzNV5BMl5BanBnXkFtZTgwNDA5MjAwMzE@._V1_SX300.jpg,PASSED,1916-12-24,105 min,"20,000 Leagues Under the Sea",movie,"Jules Verne (based on: ""Twenty Thousand Leagues Under the Sea"" by)",1916
61ada46a35f740fca5c33319,,"Roscoe 'Fatty' Arbuckle, Mabel Normand, Al St. John, Frank Hayes",USA,"Roscoe 'Fatty' Arbuckle","The beach front house, where Fatty and Mabel live, has been ""launched"" out to sea by the villains. When Fatty and Mabel arise, they find the beds floating in a sea of water.","Comedy, Short",6668,7,244,English,2015-04-14 01:10:20.497000000,,"The beach front house, where Fatty and Mabel live, has been ""launched"" out to sea by the villains. When Fatty and Mabel arise, they find the beds floating in a sea of water.",https://m.media-amazon.com/images/M/MV5BMTQ5OTY5OTQyMl5BMl5BanBnXkFtZTgwNDk2OTgzMjE@._V1_SX300.jpg,,1916-01-09,34 min,Fatty and Mabel Adrift,movie,"Roscoe 'Fatty' Arbuckle",1916
61ada46a35f740fca5c3331b,,"Charles Chaplin, Eric Campbell, Edna Purviance",USA,Charles Chaplin,Charlie is a fireman who always does everything wrong. A man talks the Fire Chief into ignoring his burning home (he wants the insurance money) unaware that his daughter (the love of the Chief) is upstairs in the house. When the house next door catches fire its owner rouses Charlie who rouses the force.,"Short, Comedy",6684,6.5,1422,English,2015-08-21 00:12:17.953000000,,Charlie is a fireman who always does everything wrong. A man talks the Fire Chief into ignoring his burning home (he wants the insurance money) unaware that his daughter (the love of the ...,,TV-G,1916-06-12,24 min,The Fireman,movie,,1916
61ada46a35f740fca5c3331e,,"Dorothy Gish, Ralph Lewis, Eugene Pallette, Elmo Lincoln",USA,"Chester M. Franklin, Sidney Franklin","Gretchen Van Houck is just arriving in the USA, on a ship from Holland. She joins her father, who has already spent several years in America, where he owns an engraving business. In the tenement community where the Van Houcks live, there are residents of many nationalities. Gretchen soon becomes close friends with Pietro, a popular resident, and she also takes an interest in the widow Garrity and her children. Another resident, Rogers, is more mysterious. One day Rogers tells Mr. Van Houck that he could help him get a job printing money for the government. Van Houck eagerly agrees to try, but when he finds out what Rogers is really doing, he is placed in a painful dilemma.","Crime, Drama, Romance",6745,6.9,405,English,2015-06-22 00:23:11.610000000,,"Gretchen Van Houck is just arriving in the USA, on a ship from Holland. She joins her father, who has already spent several years in America, where he owns an engraving business. In the ...",,NOT RATED,1916-09-03,58 min,Gretchen the Greenhorn,movie,Bernard McConville (story),1916
61ada46a35f740fca5c33320,1 win.,"William S. Hart, Clara Williams, Jack Standing, Alfred Hollingsworth",USA,"Charles Swickard, William S. Hart, Clifford Smith","When Reverend Robert Henley and his sister Faith arrive in the town of Hell's Hinges, saloon owner Silk Miller and his cohorts sense danger to their evil ways. They hire gunman Blaze Tracy to run the minister out of town. But Blaze finds something in Faith Henley that turns him around, and soon Silk Miller and his compadres have Blaze to deal with.","Romance, Western",6780,6.4,531,English,2015-08-16 01:13:00.090000000,,"In the wayward western town known as Hell's Hinges, a local tough guy is reformed by the faith of a good woman.",,UNRATED,1916-03-05,64 min,"Hell's Hinges",movie,"C. Gardner Sullivan (screenplay), C. Gardner Sullivan (story)",1916
61ada46a35f740fca5c33327,,"Douglas Fairbanks, Constance Talmadge, Wilbur Higby, Fred Warren",USA,Paul Powell,"A young couple attempts to elope, with the bride's irate father in hot pursuit. The train stops briefly and the young man dashes off to find a minister, but before he can get himself and the minister onto the train, it leaves, carrying his bride-to- be away. Now the young man, minister in tow, pursues his bride while her father and a horde of lawmen pursue them both.","Comedy, Romance",7047,7,496,English,2015-04-14 02:21:02.090000000,,"A young couple attempts to elope, with the bride's irate father in hot pursuit. The train stops briefly and the young man dashes off to find a minister, but before he can get himself and ...",,,1916-12-16,46 min,The Matrimaniac,movie,"Octavus Roy Cohen (story), John Emerson (screenplay), J.U. Giesy (story), Anita Loos (screenplay)",1916
61ada46a35f740fca5c33329,,Charles Chaplin,USA,Charles Chaplin,"After a night on the town, Charlie comes home to the house where he is staying, drunk and unable to find his key. For the next twenty minutes he staggers into, out of, and through the house in an inebriated confrontation with the house itself.","Comedy, Family, Short",7145,7.3,1964,English,2015-08-17 00:15:26.703000000,,A drunken homeowner has a difficult time getting about in his home after arriving home late at night.,https://m.media-amazon.com/images/M/MV5BMTU0OTgxNzYyOF5BMl5BanBnXkFtZTgwNjc0NzkwMjE@._V1_SX300.jpg,TV-G,1916-08-07,24 min,One A.M.,movie,,1916
61ada46a35f740fca5c3332f,,"Dorothy Cumming, Creighton Hale, Lionel Braham, Alice Washburn",USA,J. Searle Dawley,"Snow White is a motherless princess, who arouses the jealousy and hatred of Mary Jane, her mother's former lady-in-waiting, who is the ugliest woman in the kingdom, but aspires to the throne. She gives her heart to the witch, Hex, in return for which she becomes beautiful and wins the love of the king. While hunting, the king falls from his horse and is killed, leaving Mary Jane, who has been rechristened Brangomar, upon the throne. Brangomar forces Snow White to work in the kitchen and takes her lovely clothes away from her. When Snow White accidentally meets a young hunter she becomes interested in him and he is fascinated, though neither has any idea who the other is. So they are dumbfounded when he comes to Snow White's castle and presents a letter to the queen, asking for the hand of Snow White, for he is the Prince Florimund, who has been sent to ask for the hard of the little princess, whom he has never seen. Brangomar, who believed that the prince was coming to sue for her hand, is furious. She decides to kill the little girl and forces old Berthold, a hunter, and Snow White's devoted slave, to promise to kill the child. He is to bring her the heart of Snow White as proof of his act. Berthold takes Snow White into the woods and tells her what he has been forced to promise and she tells him to kill a pig and take its heart back to the queen. While he is doing this, a bird leads Snow White to the cabin of the seven little dwarfs, where she wins their undying gratitude. When the queen discovers that Snow White has escaped her, she tries to kill her with a magic comb and then inveigles her into biting a poisoned apple. Snow White falls prostrate and is discovered by the dwarfs, who carry her body in state to the palace, where the queen rejoices until the furious Prince Florimund threatens to kill her. In the excitement the dwarfs drop the casket, in which there lies the body of Snow White, and she awakens. The apple had stuck in her throat and she had not swallowed it. The witch turns Brangomar into a peacock and all ends happily.","Fantasy, Romance",7361,6.1,259,,2015-09-06 01:01:55.633000000,,"Snow White is a motherless princess, who arouses the jealousy and hatred of Mary Jane, her mother's former lady-in-waiting, who is the ugliest woman in the kingdom, but aspires to the ...",,UNRATED,1916-12-25,63 min,Snow White,movie,"Winthrop Ames (by), Winthrop Ames",1916
61ada46a35f740fca5c33335,,"Roscoe 'Fatty' Arbuckle",USA,"Roscoe 'Fatty' Arbuckle","A rotund young man and his wife are spending the day at the beach at Coney Island. Feeling restless and wanting to go to the amusements at Luna Park, he ditches his wife. At the amusement park, he meets a pretty young woman. She arrived at the amusement park with one man, went in with another who had money to pay her entrance, before she ends up spending much of the day with the rotund husband, who managed to get the second man arrested. As the husband and the pretty young woman get into one misadventure after another, the first two men try to win back the affection of the pretty young woman, while the wife goes searching for her husband. The wife and the second man, who are old friends, team up in their quest, which leads to further misadventure for all five and the police.","Short, Comedy",7819,6.4,911,English,2015-06-17 18:40:33.967000000,,Roscoe tries to dump his wife so he can enjoy the beach attractions. Buster arrives with Alice who is taken away from him by Al who loses her to Roscoe. Bathing beauties and Keystone Kops abound.,https://m.media-amazon.com/images/M/MV5BMTk2MTQ1MDMyMF5BMl5BanBnXkFtZTcwMjI4MjkxMQ@@._V1_SX300.jpg,TV-G,1917-10-29,25 min,Coney Island,movie,,1917
61ada46a35f740fca5c33337,,"Charles Chaplin, Edna Purviance, Eric Campbell",USA,Charles Chaplin,,"Short, Comedy",7880,7.7,3057,English,2015-09-17 04:52:12.857000000,,A reformed tramp becomes a police constable who must fight a huge thug who dominates an inner city street.,https://m.media-amazon.com/images/M/MV5BMjM1OTM4MzU0MF5BMl5BanBnXkFtZTgwMzE5MDgwMjE@._V1_SX300.jpg,UNRATED,1917-01-22,24 min,Easy Street,movie,,1917
61ada46a35f740fca5c33338,,"Joseph W. Girard, Leo Pierson, William Dyer, Mattie Witting",USA,Ruth Ann Baldwin,A judge who had taken part in the gold rush of 1849 hires an acting troupe to recreate the experience in this rather fanciful silent Western. The make-believe turns serious when a real gold-mine is discovered nearby and a local girl is kidnapped by a nasty gambler.,Western,7610,5.5,140,,2015-08-29 05:12:02.717000000,,A retired judge comes West to restore a ghost town.,,UNRATED,1917-10-15,61 min,"'49-'17",movie,"William Wallace Cook (story), Ruth Ann Baldwin (scenario)",1917
61ada46a35f740fca5c3333e,,"Ivan Mozzhukhin, Nathalie Lissenko, Pavel Pavlov, Aleksandr Chabrov",Russia,Yakov Protazanov,,"Drama, Horror",8536,6.7,52,,2014-08-22 01:13:02.580000000,,,,,1917-10-21,87 min,Satan Triumphant,movie,Olga Blazhevich,1917
61ada46a35f740fca5c33341,,"Victor Sj�str�m, August Falck, Edith Erastoff, Bergliot Husberg",Sweden,Victor Sj�str�m,"Terje Vigen, a sailor, suffers the loss of his family through the cruelty of another man. Years later, when his enemy's family finds itself dependent on Terje's beneficence, Terje must decide whether to avenge himself.",Drama,8663,7.2,802,,2015-08-21 00:12:09.720000000,,"Terje Vigen, a sailor, suffers the loss of his family through the cruelty of another man. Years later, when his enemy's family finds itself dependent on Terje's beneficence, Terje must ...",https://m.media-amazon.com/images/M/MV5BMTQ2OTYyMDU4OV5BMl5BanBnXkFtZTgwMTk5MDg0MjE@._V1_SX300.jpg,,1920-04-25,48 min,A Man There Was,movie,"Henrik Ibsen (poem), Gustaf Molander, Victor Sj�str�m",1917
61ada46a35f740fca5c33357,,"Mary Pickford, Milla Davenport, Percy Haswell, Fay Lemport",USA,Marshall Neilan,"Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and she with him, though she does not know that the man she has fallen for is her benefactor.","Comedy, Drama",10040,7.8,1076,English,2015-09-01 01:10:07.927000000,,"Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and ...",https://m.media-amazon.com/images/M/MV5BMTQ4Mzc0MDczOF5BMl5BanBnXkFtZTgwNTUwNzYwMjE@._V1_SX300.jpg,UNRATED,1919-05-11,85 min,Daddy-Long-Legs,movie,"Jean Webster (story), Agnes Christine Johnston (adapted by)",1919
61ada46a35f740fca5c33365,,"Carl de Vogt, Ressel Orla, Georg John, Lil Dagover",Germany,Fritz Lang,"In San Francisco, the sportsman Kay Hoog tells to the members of a club that he has found a message in a bottle with a map from a Harvard's missing professor telling about a treasure of an Inca lost civilization still alive. He decides to go to Peru to seek the gold. However, members of the secret criminal organization ""The Spiders"" leaded by Lio Sha break in Kay's mansion during the night and steal the map. Kay Hoog travels to Peru, where he retrieves his map and a document about the Diamond Ship from The Spiders. Later he saves the Priestess of the Sun Naela and brings her to San Francisco. However, The Spiders kill Naela and Kay Hoog promises revenge for the death of his love.","Adventure, Western",10726,6.3,658,,2015-09-02 00:23:19.693000000,,"Kay Hoog finds a message that indicates that some Incas are still alive, but the secret organisation ""Die Spinnen"" wants the Incas' gold....",https://m.media-amazon.com/images/M/MV5BMTY1NjAyMzkxNF5BMl5BanBnXkFtZTgwODk2NDk0MjE@._V1_SX300.jpg,,1979-11-08,130 min,"Die Spinnen, 1. Teil - Der Goldene See",movie,Fritz Lang,1919
61ada46a35f740fca5c33367,,"Lillian Gish, Robert Harron, Wilbur Higby, Loyola O'Connor",USA,D.W. Griffith,"Susie, a plain young country girl, secretly loves a neighbor boy, William. She believes in him and sacrifices much of her own happiness to promote his own ambitions, all without his knowledge. Eventually he rises to a position of success and sophistication, and Susie realizes that she has through her own efforts raised him to a level where he is inaccessible to her.","Comedy, Drama, Romance",10806,7.1,991,English,2015-07-19 00:52:01.963000000,,"Susie, a plain young country girl, secretly loves a neighbor boy, William. She believes in him and sacrifices much of her own happiness to promote his own ambitions, all without his ...",https://m.media-amazon.com/images/M/MV5BMjc1ODI3NTMxMF5BMl5BanBnXkFtZTgwMjE5MjAwMzE@._V1_SX300.jpg,,1919-06-01,87 min,True Heart Susie,movie,Marian Fremont (story),1919
61ada46a35f740fca5c3336d,,"Anders de Wahl, Tora Teje, Karin Molander, Elin Lagergren",Sweden,Mauritz Stiller,"EROTIKON surely pushed the boundaries of what was acceptable on the screen in 1920: Irene, the bored wife of a distracted entomologist, pursues a womanizing aviator, but she may actually be in love with Preben, her husband's best friend. Meanwhile, her husband seems to be getting unusually close with his own niece. Stiller obviously delights in teasing his audience with each scandalous plot twist and every salacious leer, and the result is a deliciously subversive comedy that was very much ahead of its time.","Comedy, Romance",11157,6.6,491,Swedish,2015-08-11 00:29:59.547000000,,"EROTIKON surely pushed the boundaries of what was acceptable on the screen in 1920: Irene, the bored wife of a distracted entomologist, pursues a womanizing aviator, but she may actually be...",https://m.media-amazon.com/images/M/MV5BMTUxMDEwMjQ4OV5BMl5BanBnXkFtZTgwMjIyODg5MTE@._V1_SX300.jpg,,1920-11-08,106 min,Erotikon,movie,"Ferenc Herczeg (play), Gustaf Molander (screenplay), Arthur Nord�n (screenplay), Mauritz Stiller (screenplay)",1920
61ada46a35f740fca5c33375,,"Roscoe 'Fatty' Arbuckle, Winifred Greenwood, Roscoe Karns, Julia Faye",USA,Joseph Henabery,An attorney is thrust into wild adventures by an attractive young woman.,"Drama, Comedy",11401,5.5,13,,2015-08-29 00:06:05.513000000,,An attorney is thrust into wild adventures by an attractive young woman.,,,1920-11-21,50 min,Life of the Party,movie,"Irvin S. Cobb (story), Walter Woods (scenario)",1920
61ada46a35f740fca5c3337c,,Buster Keaton,USA,"Edward F. Cline, Buster Keaton","Farmhands Keaton and Roberts share a cottage full of mechanical devices for making life easy. They are rivals for the farmer's daughter. Keaton , disguised as a scarecrow, causes troubles for his rival and the farmer. When Keaton stoops to tie his shoe, the girl accepts what she thinks is his kneeling proposal.","Comedy, Short, Family",11656,8,2093,English,2015-07-24 00:40:14.757000000,,Two inventive farmhands compete for the hand of the same girl.,,NOT RATED,1920-12-22,19 min,The Scarecrow,movie,"Buster Keaton, Edward F. Cline",1920
61ada46a35f740fca5c33295,,Fred Ott,USA,William K.L. Dickson,"A man (Edison's assistant) takes a pinch of snuff and sneezes. This is one of the earliest Edison films and was the first motion picture to be copyrighted in the United States.","Documentary, Short",8,5.9,988,,2015-08-10 00:21:07.127000000,,"A man (Thomas Edison's assistant) takes a pinch of snuff and sneezes. This is one of the earliest Thomas Edison films and was the first motion picture to be copyrighted in the United States.",,,1894-01-09,1 min,Edison Kinetoscopic Record of a Sneeze,movie,,1894
61ada46a35f740fca5c332a1,,Georges M�li�s,France,Georges M�li�s,"A weary traveler stops at an inn along the way to get a good night's sleep, but his rest is interrupted by odd happenings when he gets to his room--beds vanishing and re-appearing, candles exploding, pants flying through the air and his shoes walking away by themselves.","Short, Comedy",138,6.5,329,,2015-08-29 00:17:59.703000000,,"A weary traveler stops at an inn along the way to get a good night's sleep, but his rest is interrupted by odd happenings when he gets to his room--beds vanishing and re-appearing, candles ...",,,,2 min,The Bewitched Inn,movie,Georges M�li�s,1897
61ada46a35f740fca5c332ad,,"May Clark, Cecil M. Hepworth, Blair, Geoffrey Faithfull",UK,"Cecil M. Hepworth, Percy Stow","Alice dozes in a garden, awakened by a dithering white rabbit in waistcoat with pocket watch. She follows him down a hole and finds herself in a hall of many doors. A key opens a small door: eventually, she's through into a garden where a dog awaits. Later, in the rabbit's home, her size is again a problem. She tries to help a nanny with a howling baby, then a Cheshire cat directs her to a tea party where the Mad Hatter and March Hare dunk a dormouse. Expelled from the party, Alice happens on a royal processional: all the cards in the deck precede the Queen of Hearts, who welcomes then turns on Alice and calls on the royal executioner. Alice must run for her life.","Fantasy, Short",420,6.3,1572,,2015-08-22 00:28:40.907000000,,"Alice dozes in a garden, awakened by a dithering white rabbit in waistcoat with pocket watch. She follows him down a hole and finds herself in a hall of many doors. A key opens a small door...",,,1903-10-17,8 min,Alice in Wonderland,movie,"Lewis Carroll (novel), Cecil M. Hepworth",1903
61ada46a35f740fca5c332bb,,J. Stuart Blackton,USA,J. Stuart Blackton,"Considered the first truly animated movie (or at least the first verifiable, surviving animation), this film is based on the lightning-sketch, a popular vaudeville act. The artist (Blackton) draws a series of faces on a blackboard, which then seem to take on a life of their own.","Animation, Short, Comedy",554,6.2,625,,2015-08-29 00:29:22.593000000,,A cartoonist draws faces and figures on a blackboard - and they come to life.,,,1906-04-06,3 min,Humorous Phases of Funny Faces,movie,,1906
61ada46a35f740fca5c332c0,,"Kate Bruce, Adele DeGarde, Gladys Egan, Rose King",USA,D.W. Griffith,"In the peaceful valley of Stillwater there is sunshine. All nature smiles as we make our way up the lane, lined on each side with blossoming trees and fragrant flowers, until we come upon Doctor Harcourt, one of God's noblemen, seated on the veranda of his house with his wife and little daughter Edith. All are carefree and happy as we stroll with them through the barley fields, lanes and daisy beds. It is indeed a beautiful sight, a trinity of souls, each living in the other's being. But the fates are jealous, and there are gathering clouds to shut out the radiance of their happy existence. Little Edith is taken very ill and the doctor is at first inclined to think his wife is unduly alarmed, but upon examining the child he realizes the illness to be serious indeed, so much so that it would probably be fatal for him to leave its side until the crisis is past. While so engaged a poor woman of the village hurries to his home to enlist his services for her little girl, who she fears is at the point of death. Oh, God! what a situation. His own child needing his undivided attention most urgently, on the one hand, and duty on the other. Duty, that relentless deity of the honorable which so often compels self-sacrifice, beckons him on. Irresolute for a moment, he at length goes, assuring his wife that be will be but a few minutes away. Arriving at the humble cabin of the woman, he finds her child very ill indeed, requiring speedy and unerring attention to save her. Meanwhile, Edith, his own child, has grown worse, and the mother has dispatched the maid to hurry him back home. When the maid arrives and tells him the conditions, he for a moment wavers, but then his duty seems clear to him. If he leaves the poor woman's child, death is inevitable, so he dismisses the maid with the word that it will be only a few minutes longer and then he will return. Little Edith sinks rapidly, so the maid is again sent. This time he is about to leave, as the child is out of danger and will recover. So he leaves the poor family, happy and relieved, to rush madly to his own home. What a contrast! There across the lifeless form of his dear child lies his moaning, horror-stricken wife. A slave of duty, he yields the life of his own dear child to save the life of another's. The valley of Stillwater is shrouded in darkness. Such are the temporal deeds that will find reward eternal.","Short, Drama",833,6.6,294,English,2015-08-25 00:00:50.773000000,,"While caring for his sick daughter, a doctor is called away to the sickbed of a neighbor. He finds the neighbor gravely ill, and ignores his wife's pleas to come home and care for his own daughter, who has taken a turn for the worse.","https://m.media-amazon.com/images/M/MV5BNjg3MTI3ODI2N15BMl5BanBnXkFtZTcwMTg1MDA4Mg@@._V1._CR64,90,235,329_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg",NOT RATED,1909-07-08,14 min,The Country Doctor,movie,,1909
61ada46a35f740fca5c332cc,,"Blanche Sweet, Francis J. Grandon, Wilfred Lucas, Edward Dillon",USA,D.W. Griffith,"When her father becomes ill, a young woman takes over the telegraph at a lonely western railroad station. She soon gets word that the next train will deliver the payroll for a mining company. The train brings not only the money, but a pair of ruffians bent on stealing it. All alone, she wires for help, and then holds off the bad guys until it arrives.","Short, Drama, Romance",1740,6.6,662,English,2015-08-29 01:09:07.717000000,,"When her father becomes ill, a young woman takes over the telegraph at a lonely western railroad station. She soon gets word that the next train will deliver the payroll for a mining ...",,UNRATED,1911-03-23,17 min,The Lonedale Operator,movie,,1911
61ada46a35f740fca5c332db,,"Ren� Navarre, Edmund Breon, Georges Melchior, Ren�e Carl",France,Louis Feuillade,"Fant�mas makes it as the emperor of Crime. First is the robbery at the Royal Palace Hotel. Then he abducts Lord Beltham. As Fant�mas' fame increases actor Valgrand creates the r�le of public enemy No.1 on stage. Eventually Inspector Juve, with a little help from Fandor, arrests Fant�mas and he is soon sentenced to die on the guillotine. But...","Crime, Drama",2844,6.8,1337,French,2015-08-21 00:57:27.687000000,,"Fant�mas makes it as the emperor of Crime. First is the robbery at the Royal Palace Hotel. Then he abducts Lord Beltham. As Fant�mas' fame increases actor Valgrand creates the r�le of ...",https://m.media-amazon.com/images/M/MV5BMTA3MTk5MjI1ODBeQTJeQWpwZ15BbWU3MDc1MzAzMzQ@._V1_SX300.jpg,,,54 min,Fantomas,movie,"Marcel Allain (novel), Louis Feuillade, Pierre Souvestre (novel)",1913
